"Anthony Rizzo_CHC","Kris Bryant_CHC","Paul Goldschmidt_ARI","Gary Sanchez_NYY","Buster Posey_SF","Kyle Schwarber_CHC","Hunter Pence_SF","Brandon Belt_SF","Dexter Fowler_STL","Eduardo Nunez_SF","Matt Carpenter_STL","Ben Zobrist_CHC","Evan Longoria_TB","Denard Span_SF","Chris Carter_NYY","Joe Panik_SF","Aledmys Diaz_STL","Stephen Piscotty_STL","Matt Holliday_NYY","AJ Pollock_ARI","Javier Baez_CHC","Brett Gardner_NYY","Mallex Smith_TB","Jake Lamb_ARI","Brandon Crawford_SF","Randal Grichuk_STL","Brad Miller_TB","Jacoby Ellsbury_NYY","Addison Russell_CHC","Steven Souza_TB","Aaron Judge_NYY","David Peralta_ARI","Yasmany Tomas_ARI","Willson Contreras_CHC","Jedd Gyorko_STL","Didi Gregorius_NYY","Kevin Kiermaier_TB","Jarrett Parker_SF","Yadier Molina_STL","Starlin Castro_NYY","Corey Dickerson_TB","Nick Hundley_SF","Brandon Drury_ARI","Chris Owings_ARI","Jason Heyward_CHC","Logan Morrison_TB","Jhonny Peralta_STL","Albert Almora_CHC","Matt Adams_STL","Jon Jay_CHC","Chase Headley_NYY","Chris Herrmann_ARI","Miguel Montero_CHC","Kolten Wong_STL","Tim Beckham_TB","Gorkys Hernandez_SF","Derek Norris_TB","Aaron Hicks_NYY","Jose Martinez_STL","Greg Garcia_STL","Austin Romine_NYY","Chris Iannetta_ARI","Ronald Torreyes_NYY","Daniel Robertson_TB","Daniel Descalso_ARI","Nick Ahmed_ARI","Jeff Mathis_ARI","Jon Lester_CHC","Chris Archer_TB","Zack Greinke_ARI","Mookie Betts_BOS","Manny Machado_BAL","Bryce Harper_WAS","Nolan Arenado_COL","Charlie Blackmon_COL","Josh Donaldson_TOR","Starling Marte_PIT","Trea Turner_WAS","Carlos Gonzalez_COL","Ryan Braun_MIL","Jose Bautista_TOR","Andrew McCutchen_PIT","Joey Votto_CIN","Miguel Cabrera_DET","Trevor Story_COL","Giancarlo Stanton_MIA","Brian Dozier_MIN","Gregory Polanco_PIT","Daniel Murphy_WAS","Troy Tulowitzki_TOR","Hanley Ramirez_BOS","Xander Bogaerts_BOS","Corey Seager_LAD","Chris Davis_BAL","Adam Jones_BAL","DJ LeMahieu_COL","Jonathan Villar_MIL","Ian Kinsler_DET","Mark Trumbo_BAL","Jackie Bradley_BOS","Yoenis Cespedes_NYM","Odubel Herrera_PHI","Maikel Franco_PHI","Dee Gordon_MIA","Christian Yelich_MIA","Todd Frazier_CWS","Kendrys Morales_TOR","Dustin Pedroia_BOS","Billy Hamilton_CIN","Adam Eaton_WAS","Miguel Sano_MIN","Jose Abreu_CWS","Justin Upton_DET","Devon Travis_TOR","Jose Reyes_NYM","Adam Duvall_CIN","Yasiel Puig_LAD","Lorenzo Cain_KC","Melky Cabrera_CWS","Russell Martin_TOR","Jonathan Schoop_BAL","Keon Broxton_MIL","Freddie Freeman_ATL","Anthony Rendon_WAS","Steve Pearce_TOR","Kevin Pillar_TOR","Josh Harrison_PIT","Eric Thames_MIL","Gerardo Parra_COL","Domingo Santana_MIL","Cesar Hernandez_PHI","Michael Saunders_PHI","Adrian Gonzalez_LAD","Wil Myers_SD","Eric Hosmer_KC","Max Kepler_MIN","Welington Castillo_BAL","Pablo Sandoval_BOS","Andrew Benintendi_BOS","Curtis Granderson_NYM","Tommy Joseph_PHI","Jose Peraza_CIN","Aaron Altherr_PHI","Joe Mauer_MIN","Tim Anderson_CWS","Neil Walker_NYM","Scooter Gennett_CIN","Howie Kendrick_PHI","Scott Schebler_CIN","Logan Forsythe_LAD","Joc Pederson_LAD","Jayson Werth_WAS","Marcell Ozuna_MIA","Kennys Vargas_MIN","Brandon Moss_KC","Alex Gordon_KC","Robbie Grossman_MIN","Victor Martinez_DET","Seth Smith_BAL","Travis Shaw_MIL","Hernan Perez_MIL","Asdrubal Cabrera_NYM","Matt Kemp_ATL","Freddy Galvis_PHI","Eugenio Suarez_CIN","Justin Turner_LAD","JT Realmuto_MIA","Michael Taylor_WAS","Whit Merrifield_KC","Eddie Rosario_MIN","Byron Buxton_MIN","Tyler Saladino_CWS","Justin Smoak_TOR","Josh Bell_PIT","Dustin Garneau_COL","Orlando Arcia_MIL","Lucas Duda_NYM","Jay Bruce_NYM","Ender Inciarte_ATL","Michael Conforto_NYM","Zack Cozart_CIN","Yasmani Grandal_LAD","Ryan Zimmerman_WAS","Martin Prado_MIA","Salvador Perez_KC","Jorge Polanco_MIN","Avisail Garcia_CWS","Trey Mancini_BAL","Francisco Cervelli_PIT","Mitch Moreland_BOS","David Freese_PIT","Jose Osuna_PIT","Adam Frazier_PIT","Jordy Mercer_PIT","Cameron Rupp_PHI","Chase Utley_LAD","Mike Moustakas_KC","Cheslor Cuthbert_KC","Alcides Escobar_KC","Paulo Orlando_KC","Ezequiel Carrera_TOR","John Jaso_PIT","Nick Markakis_ATL","Andrew Knapp_PHI","Ryan Schimpf_SD","Matt Wieters_WAS","Justin Bour_MIA","JJ Hardy_BAL","Chris Young_BOS","Mark Reynolds_COL","Brandon Phillips_ATL","Wilmer Flores_NYM","Cody Bellinger_LAD","Yangervis Solarte_SD","Chris Taylor_LAD","Manuel Margot_SD","Derek Dietrich_MIA","Matt Davidson_CWS","Adonis Garcia_ATL","Dansby Swanson_ATL","Hunter Renfroe_SD","Darwin Barney_TOR","Sandy Leon_BOS","Marco Hernandez_BOS","Tony Wolters_COL","Travis d'Arnaud_NYM","Cory Spangenberg_SD","Andrew Toles_LAD","Jason Castro_MIN","Alex Avila_DET","Manny Pina_MIL","TJ Rivera_NYM","Eduardo Escobar_MIN","James McCann_DET","Leury Garcia_CWS","JaCoby Jones_DET","Christian Vazquez_BOS","Jett Bandy_MIL","Jace Peterson_ATL","Tucker Barnhart_CIN","Travis Jankowski_SD","Wilmer Difo_WAS","Tyler Collins_DET","Caleb Joseph_BAL","Ryan Goins_TOR","Tyler Flowers_ATL","Adeiny Hechavarria_MIA","Omar Narvaez_CWS","Jose Iglesias_DET","Raul Mondesi_KC","Chris Stewart_PIT","Austin Hedges_SD","Jose Lobaton_WAS","Rene Rivera_NYM","Kurt Suzuki_ATL","Miguel Rojas_MIA","Andrew Romine_DET","Danny Duffy_KC","Jeremy Hellickson_PHI","Kevin Gausman_BAL","Scott Feldman_CIN","Jhoulys Chacin_SD","Mike Trout_LAA","Michael Brantley_CLE","Edwin Encarnacion_CLE","Jose Altuve_HOU","Carlos Correa_HOU","Carlos Santana_CLE","Jason Kipnis_CLE","Francisco Lindor_CLE","Robinson Cano_SEA","Nelson Cruz_SEA","George Springer_HOU","Jean Segura_SEA","Rougned Odor_TEX","Jose Ramirez_CLE","Shin-Soo Choo_TEX","Kyle Seager_SEA","Jonathan Lucroy_TEX","Mike Napoli_TEX","Carlos Gomez_TEX","Alex Bregman_HOU","Albert Pujols_LAA","Khris Davis_OAK","Elvis Andrus_TEX","Evan Gattis_HOU","Nomar Mazara_TEX","Carlos Beltran_HOU","Rajai Davis_OAK","Joey Gallo_TEX","Kole Calhoun_LAA","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Delino DeShields_TEX","Josh Reddick_HOU","Mitch Haniger_SEA","CJ Cron_LAA","Trevor Plouffe_OAK","Cameron Maybin_LAA","Brandon Guyer_CLE","Norichika Aoki_HOU","Ryon Healy_OAK","Marcus Semien_OAK","Jurickson Profar_TEX","Brian McCann_HOU","Danny Valencia_SEA","Stephen Vogt_OAK","Jefry Marte_LAA","Yan Gomes_CLE","Taylor Motter_SEA","Leonys Martin_SEA","Robinson Chirinos_TEX","Austin Jackson_CLE","Josh Phegley_OAK","Yunel Escobar_LAA","Ben Revere_LAA","Yandy Diaz_CLE","Marwin Gonzalez_HOU","Jarrod Dyson_SEA","Yonder Alonso_OAK","Andrelton Simmons_LAA","Ryan Rua_TEX","Mike Zunino_SEA","Ben Gamel_SEA","Peter Bourjos_TB","Jed Lowrie_OAK","Danny Espinosa_LAA","Roberto Perez_CLE","Jake Marisnick_HOU","Guillermo Heredia_SEA","Chris Marrero_SF","Jesus Sucre_TB","Rickie Weeks_TB","Matt Joyce_OAK","Carlos Ruiz_SEA","Erick Aybar_SD","Martin Maldonado_LAA","Adam Rosales_OAK","Johnny Cueto_SF","Zach Davies_MIL","Daniel Nava_PHI","Craig Gentry_BAL","Tanner Roark_WAS","Alex Cobb_TB","Taijuan Walker_ARI","Tyler Chatwood_COL","Cody Asche_CWS","Jacob May_CWS","Geovany Soto_CWS","Chris Gimenez_MIN","Jabari Blash_SD","Shane Peterson_TB","Chris Coghlan_TOR","Jaff Decker_OAK","Chad Pinder_OAK","Jorge Bonifacio_KC","Jim Adduci_DET","Christian Arroyo_SF"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.22153846153846,0,0,0,0,0,0,0,40.6410256410256,0,0,0,0,0,-2.40909090909091,0,10.5204678362573,0,0,0,0,0,0,0,0,17.7802197802198,0,0,0,0,0,0,5.64,20.8363636363636,0,0,0,0,7.30461538461538,0,0,0,0,0,-7.72826086956522,0,0,0,0,0,0,0,0,0,4.89285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68181818181818,-14.0454545454545,0,0,44.1636363636364,-7.09523809523809,4.46363636363636,0,0,0,0,0,75.5545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8181818181818,1.84545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.2380952380952,0,0,0,0,0,0,0,27.8333333333333,0,0,0,0,0,0,0,0,0,0,19.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9230769230769,6.81617647058824,0,0,10.7279411764706,21.4888888888889,26.5183823529412,0,0,0,0,0,10.2389705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84545454545455,33.2573529411765,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,-4.25,0,0,0,-3.9,0,0,0,0,0,0,0,0,0,0,42.9047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1571428571429,0,63.1909090909091,0,15.7777777777778,-7.40659340659341,19.2857142857143,0,0,0,19.021978021978,0,4.67948717948718,0,0,7,0,0,0,61.0285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.55,0,0,0,0,0,0,0,0,0,53.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.18614718614719,14.1833333333333,0,0,0,0,0,-8.38888888888889,0,0,0,0,0,0,0,0,15.3095238095238,0,0,0,3.65714285714286,0,3.32163742690058,0,0,0,0,0,0,65.5869565217391,0,0,0,0,0,-12.1066176470588,0,0,0,-1.64705882352941,0,0,0,0,0,0,0,0,0,0,0,0,-4.46153846153846,0,0,0,0,0,0,0,0,0,0,2.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69473684210526,4.31052631578947,0,9.92857142857143,0,0,0,21.1727941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3052631578947,0,0,0,0,0,0,0,0,0,1.73333333333333,0,0,0,-22.2637362637363,-0.948717948717949,0,0,0,0,0,0,0,-3.61437908496732,0,0,0,10.3736263736264,0,0,0,0,0,0,36.8571428571429,0,0,0,0,6.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.17948717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68181818181818,0,0,0,0,0,0,0,-2.40909090909091,0,0,0,0,0,14.2564102564103,0,2.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5530303030303,12.6,0,0,0,0,8.87878787878788,0,0,0,0,0,-2.00909090909091,0,0,0,0,0,0,0,0,0,-4.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9066666666667,0,0,0,0,6.8,0,0,0,0,0,0,0,0,32.1738461538462,0,0,0,9.44071146245059,16.1071428571429,0,0,0,4.51470588235294,0,0,0,0,0,0,9.82142857142857,0,0,0,0,0,11.3815789473684,0,0,0,0,0,-1.35144927536232,0,0,0,0,0,0,0,-2.14035087719298,0,0,0,1.53157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7545454545455,3.61904761904762,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.57380952380952,0,0,0,0,0,0,0,10.5204678362573,0,0,0,0,0,2.0952380952381,0,27.6904761904762,0,0,0,0,0,0,0,0,-1.43589743589744,0,0,0,0,0,0,-7.87142857142857,-1.91666666666667,0,0,0,0,5.35238095238095,0,0,0,0,0,6.94047619047619,0,0,0,0,0,0,0,0,0,0.320261437908497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.5,0.673076923076923,0,0,8.30769230769231,8.8,-14.8205128205128,0,0,0,0,0,-15.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,21.3974358974359,0,0,0,0,0,0,0,0,0,0,0,0,3.17272727272727,0,0,0,-0.533333333333333,0,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.125,-9.04583333333333,0,0,0,0,0,5.64285714285714,0,0,0,0,0,0,0,0,9.8,0,0,0,-13.5555555555556,0,-11.8571428571429,0,0,0,0,0,0,-12.1066176470588,0,0,0,0,0,37.0058479532164,0,0,0,-7.61428571428571,0,0,0,0,0,0,0,0,0,0,0,0,-2.86363636363636,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41304347826087,0,0,0,0,35.6703296703297,0,0,0,0,0,0,0,0,9.44071146245059,0,0,0,63.4066666666667,16.0833333333333,0,0,0,14.3666666666667,0,0,0,0,0,0,6.5,0,0,0,0,0,-5.48245614035088,0,0,0,0,0,24.9387351778656,0,0,0,0,0,0,0,-4.57516339869281,0,0,0,16.5228758169935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00909090909091,0.285714285714286,0,0,0
