"Mookie Betts_BOS","Hanley Ramirez_BOS","Ryan Braun_MIL","Eric Thames_MIL","Bryce Harper_WAS","Corey Seager_LAD","Mike Trout_LAA","Nolan Arenado_COL","Paul Goldschmidt_ARI","Charlie Blackmon_COL","Justin Turner_LAD","Daniel Murphy_WAS","Xander Bogaerts_BOS","Andrew Benintendi_BOS","Mark Reynolds_COL","Yasiel Puig_LAD","Trea Turner_WAS","Jonathan Villar_MIL","DJ LeMahieu_COL","Joc Pederson_LAD","Cody Bellinger_LAD","Ryan Zimmerman_WAS","Manny Machado_BAL","Jose Abreu_CWS","Aaron Judge_NYY","Ian Desmond_COL","Logan Forsythe_LAD","Jose Altuve_HOU","Wil Myers_SD","Carlos Gonzalez_COL","Brian Dozier_MIN","Carlos Correa_HOU","Corey Dickerson_TB","Miguel Cabrera_DET","AJ Pollock_ARI","Jake Lamb_ARI","Robinson Cano_SEA","Dustin Pedroia_BOS","Keon Broxton_MIL","Rougned Odor_TEX","Andrew McCutchen_PIT","Chase Utley_LAD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Trevor Story_COL","Miguel Sano_MIN","Josh Donaldson_TOR","George Springer_HOU","Brad Miller_TB","Mitch Moreland_BOS","Jackie Bradley_BOS","Carlos Gomez_TEX","Gregory Polanco_PIT","Adrian Gonzalez_LAD","Chris Taylor_LAD","Joey Votto_CIN","Jean Segura_SEA","Gary Sanchez_NYY","Evan Longoria_TB","Eric Hosmer_KC","Ian Kinsler_DET","Adrian Beltre_TEX","Chris Davis_BAL","Nelson Cruz_SEA","Mike Moustakas_KC","JD Martinez_DET","Joey Gallo_TEX","David Dahl_COL","Billy Hamilton_CIN","Melky Cabrera_CWS","Todd Frazier_CWS","Lorenzo Cain_KC","Mike Napoli_TEX","Ryan Schimpf_SD","Delino DeShields_TEX","Trayce Thompson_LAD","Mark Trumbo_BAL","Adam Eaton_WAS","Avisail Garcia_CWS","Jose Bautista_TOR","Kendrys Morales_TOR","Salvador Perez_KC","Justin Upton_DET","Hernan Perez_MIL","Travis Shaw_MIL","Elvis Andrus_TEX","Yangervis Solarte_SD","Starling Marte_PIT","Yasmany Tomas_ARI","Andrew Toles_LAD","Austin Barnes_LAD","Adam Jones_BAL","Adam Duvall_CIN","Kennys Vargas_MIN","Jacoby Ellsbury_NYY","Josh Reddick_HOU","Starlin Castro_NYY","Alex Bregman_HOU","Colby Rasmus_TB","Nomar Mazara_TEX","Josh Harrison_PIT","Chris Owings_ARI","Anthony Rendon_WAS","Hunter Pence_SF","Troy Tulowitzki_TOR","Danny Valencia_SEA","Kyle Seager_SEA","Evan Gattis_HOU","Pablo Sandoval_BOS","Domingo Santana_MIL","Manuel Margot_SD","Josh Bell_PIT","Kike Hernandez_LAD","Rob Segedin_LAD","Jayson Werth_WAS","Buster Posey_SF","Eugenio Suarez_CIN","Robbie Grossman_MIN","Justin Smoak_TOR","Devon Travis_TOR","Kevin Pillar_TOR","Carlos Beltran_HOU","Brett Gardner_NYY","Alex Gordon_KC","Logan Morrison_TB","Nicholas Castellanos_DET","Chris Young_BOS","Jonathan Lucroy_TEX","Hunter Renfroe_SD","Andre Ethier_LAD","Gerardo Parra_COL","Seth Smith_BAL","Eduardo Nunez_SF","Brandon Belt_SF","Zack Cozart_CIN","Max Kepler_MIN","Tim Anderson_CWS","Ben Gamel_SEA","Matt Holliday_NYY","Chris Carter_NYY","Albert Pujols_LAA","Shin-Soo Choo_TEX","Cory Spangenberg_SD","David Peralta_ARI","Brandon Drury_ARI","Scott Van Slyke_LAD","Denard Span_SF","Joe Panik_SF","Joe Mauer_MIN","Matt Davidson_CWS","Tyler Saladino_CWS","Russell Martin_TOR","Marwin Gonzalez_HOU","Steven Souza_TB","Tim Beckham_TB","Kevin Kiermaier_TB","Kole Calhoun_LAA","Sandy Leon_BOS","Brock Holt_BOS","Francisco Cervelli_PIT","Adam Lind_WAS","Michael Taylor_WAS","Jonathan Schoop_BAL","Christian Arroyo_SF","Eduardo Escobar_MIN","Chase Headley_NYY","Norichika Aoki_HOU","Wilson Ramos_TB","Jorge Soler_KC","Victor Martinez_DET","Cameron Maybin_LAA","Orlando Arcia_MIL","Alex Dickerson_SD","Jurickson Profar_TEX","Travis Jankowski_SD","Stephen Cardullo_COL","Raimel Tapia_COL","Welington Castillo_BAL","Matt Wieters_WAS","Brandon Crawford_SF","Jason Castro_MIN","Eddie Rosario_MIN","Byron Buxton_MIN","Steve Pearce_TOR","Mitch Haniger_SEA","Brian McCann_HOU","Whit Merrifield_KC","Alex Avila_DET","CJ Cron_LAA","Christian Vazquez_BOS","Nick Franklin_MIL","Jett Bandy_MIL","Matt Szczur_SD","Alen Hanson_PIT","Dustin Garneau_COL","Jorge Polanco_MIN","Didi Gregorius_NYY","Yuli Gurriel_HOU","Brandon Moss_KC","Rickie Weeks_TB","Matt Duffy_TB","Daniel Robertson_TB","Luis Valbuena_LAA","Yunel Escobar_LAA","Jefry Marte_LAA","Tyler Collins_DET","Jesus Aguilar_MIL","Robinson Chirinos_TEX","Jeremy Hazelbaker_ARI","Tom Murphy_COL","Hyun Soo Kim_BAL","Jose Peraza_CIN","Charlie Tilson_CWS","Greg Bird_NYY","Billy Burns_KC","Manny Pina_MIL","Pete Kozma_TEX","Brett Nicholas_TEX","Chris Herrmann_ARI","Trey Mancini_BAL","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Leonys Martin_SEA","Ryan Goins_TOR","Taylor Motter_SEA","Rob Refsnyder_NYY","Derek Norris_TB","Peter O'Brien_KC","Mallex Smith_TB","Jim Adduci_DET","Ben Revere_LAA","Kirk Nieuwenhuis_MIL","Chase d'Arnaud_BOS","Andrew Susac_MIL","Steve Selsky_BOS","Marco Hernandez_BOS","Christian Bethancourt_SD","Austin Hedges_SD","Ryan Rua_TEX","David Freese_PIT","Jordy Mercer_PIT","Socrates Brito_ARI","Adam Frazier_PIT","Ryan Hanigan_COL","Pat Valaika_COL","Craig Gentry_BAL","Wilmer Difo_WAS","Nick Hundley_SF","Chris Gimenez_MIN","Jarrod Dyson_SEA","Darwin Barney_TOR","Dalton Pompey_TOR","Guillermo Heredia_SEA","Rowdy Tellez_TOR","Derek Fisher_HOU","Alcides Escobar_KC","Jorge Bonifacio_KC","Cheslor Cuthbert_KC","Jake Bauers_TB","Andrelton Simmons_LAA","Erick Aybar_SD","Gregor Blanco_ARI","John Jaso_PIT","Chris Iannetta_ARI","Danny Ortiz_PIT","Kevin Newman_PIT","Tony Wolters_COL","JJ Hardy_BAL","Brian Goodwin_WAS","Arismendy Alcantara_CIN","Mac Williamson_SF","Leury Garcia_CWS","Jacob May_CWS","Mike Zunino_SEA","Paulo Orlando_KC","Jesus Sucre_TB","Danny Espinosa_LAA","Deven Marrero_BOS","Josh Rutledge_BOS","Hanser Alberto_TEX","Luis Sardinas_SD","Allen Cordoba_SD","Jose Osuna_PIT","Brett Eibner_LAD","Stephen Drew_WAS","Joey Rickard_BAL","Aaron Hill_SF","Gorkys Hernandez_SF","Kelby Tomlinson_SF","Cody Asche_CWS","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Ronald Torreyes_NYY","Peter Bourjos_TB","Raul Mondesi_KC","JaCoby Jones_DET","James McCann_DET","Jabari Blash_SD","Nick Ahmed_ARI","Cristhian Adames_COL","Jesse Winker_CIN","Phillip Ervin_CIN","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Daniel Vogelbach_SEA","Aaron Hicks_NYY","Jake Marisnick_HOU","Gleyber Torres_NYY","Curt Casali_TB","Ryan O'Hearn_KC","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Hector Sanchez_SD","Elias Diaz_PIT","Phil Gosselin_PIT","Alexi Amarista_COL","Chris Heisey_WAS","Yolmer Sanchez_CWS","Chris Coghlan_TOR","Shawn O'Malley_SEA","Austin Romine_NYY","Terrance Gore_KC","Jose Iglesias_DET","Daniel Descalso_ARI","Francisco Pena_BAL","Ryan Flaherty_BAL","Conor Gillaspie_SF","Ehire Adrianza_MIN","Kevan Smith_CWS","Carlos Ruiz_SEA","Boog Powell_SEA","Christian Colon_KC","Drew Robinson_TEX","Gift Ngoepe_PIT","Jose Lobaton_WAS","Caleb Joseph_BAL","Rafael Bautista_WAS","Justin Ruggiano_SF","Drew Stubbs_SF","Devin Mesoraco_CIN","Tuffy Gosewisch_SEA","Luke Maile_TOR","Luis Torrens_SD","Chris Bostick_PIT","Max Moroff_PIT","Michael Morse_SF","Tucker Barnhart_CIN","Kyle Higashioka_NYY","Shane Peterson_TB","Martin Maldonado_LAA","Juan Graterol_LAA","Jeff Mathis_ARI","Chris Stewart_PIT","John Bormann_PIT","Tim Federowicz_SF","Patrick Kivlehan_CIN","Zack Collins_CWS","Mike Freeman_SEA","Tony Kemp_HOU","Andrew Romine_DET","Carlos Perez_LAA","Mike Ohlman_TOR","Drew Butera_KC","Cliff Pennington_LAA","Grant Green_WAS","Chris Marrero_SF","Stuart Turner_CIN"
0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,13,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,20,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,21,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0
13,13,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
