"Bryce Harper_WAS","Mike Trout_LAA","Mookie Betts_BOS","Freddie Freeman_ATL","Kris Bryant_CHC","Ryan Braun_MIL","Nolan Arenado_COL","Trea Turner_WAS","Aaron Judge_NYY","Miguel Sano_MIN","Daniel Murphy_WAS","Manny Machado_BAL","Ryan Zimmerman_WAS","Robinson Cano_SEA","Eric Thames_MIL","Brian Dozier_MIN","Charlie Blackmon_COL","Joey Votto_CIN","Jean Segura_SEA","Josh Donaldson_TOR","Gary Sanchez_NYY","Trevor Story_COL","Wil Myers_SD","Nelson Cruz_SEA","Jonathan Villar_MIL","Matt Kemp_ATL","Mark Reynolds_COL","Anthony Rizzo_CHC","Billy Hamilton_CIN","Andrew Benintendi_BOS","Jose Abreu_CWS","Joey Gallo_TEX","Jose Bautista_TOR","JD Martinez_DET","Brett Gardner_NYY","Starlin Castro_NYY","Ian Desmond_COL","Xander Bogaerts_BOS","Matt Carpenter_STL","Anthony Rendon_WAS","Shin-Soo Choo_TEX","Miguel Cabrera_DET","Jayson Werth_WAS","Adrian Beltre_TEX","Aaron Altherr_PHI","Yonder Alonso_OAK","Justin Smoak_TOR","Justin Upton_DET","Matt Holliday_NYY","Kennys Vargas_MIN","Max Kepler_MIN","Jedd Gyorko_STL","Gregory Polanco_PIT","Rougned Odor_TEX","Joe Mauer_MIN","DJ LeMahieu_COL","Hanley Ramirez_BOS","Starling Marte_PIT","Carlos Gomez_TEX","Nomar Mazara_TEX","Elvis Andrus_TEX","Kyle Seager_SEA","Chris Davis_BAL","Jacoby Ellsbury_NYY","Lorenzo Cain_KC","Adam Duvall_CIN","Dexter Fowler_STL","Andrew McCutchen_PIT","Adam Eaton_WAS","Mike Napoli_TEX","Jonathan Lucroy_TEX","Cesar Hernandez_PHI","Maikel Franco_PHI","Khris Davis_OAK","Keon Broxton_MIL","Mark Trumbo_BAL","Ian Kinsler_DET","David Dahl_COL","Robbie Grossman_MIN","Kyle Schwarber_CHC","Aledmys Diaz_STL","Dustin Pedroia_BOS","Todd Frazier_CWS","Tommy Joseph_PHI","Ben Gamel_SEA","Rajai Davis_OAK","Troy Tulowitzki_TOR","Kendrys Morales_TOR","Kevin Pillar_TOR","Adam Jones_BAL","Nicholas Castellanos_DET","Eric Hosmer_KC","Carlos Gonzalez_COL","Javier Baez_CHC","Kolten Wong_STL","Tommy Pham_STL","Jackie Bradley_BOS","Stephen Piscotty_STL","Avisail Garcia_CWS","Delino DeShields_TEX","Odubel Herrera_PHI","Mitch Haniger_SEA","Domingo Santana_MIL","Travis Shaw_MIL","Steve Pearce_TOR","Devon Travis_TOR","Didi Gregorius_NYY","Chris Carter_NYY","Aaron Hicks_NYY","Raimel Tapia_COL","Eugenio Suarez_CIN","Zack Cozart_CIN","Ben Zobrist_CHC","Pablo Sandoval_BOS","Josh Harrison_PIT","Albert Pujols_LAA","Kole Calhoun_LAA","Cameron Maybin_LAA","CJ Cron_LAA","Michael Saunders_PHI","Jed Lowrie_OAK","Marcus Semien_OAK","Ender Inciarte_ATL","Nick Markakis_ATL","Alex Avila_DET","Seth Smith_BAL","Welington Castillo_BAL","Pat Valaika_COL","Eddie Rosario_MIN","Jorge Polanco_MIN","Jeimer Candelario_CHC","Randal Grichuk_STL","Francisco Cervelli_PIT","Alen Hanson_PIT","Luis Valbuena_LAA","Freddy Galvis_PHI","Ryon Healy_OAK","Ryan Schimpf_SD","Manuel Margot_SD","Hernan Perez_MIL","Ezequiel Carrera_TOR","Russell Martin_TOR","Adonis Garcia_ATL","Jim Adduci_DET","Andrew Romine_DET","Jonathan Schoop_BAL","Victor Martinez_DET","Greg Bird_NYY","Chase Headley_NYY","Mike Moustakas_KC","Salvador Perez_KC","Jorge Soler_KC","Gerardo Parra_COL","Tom Murphy_COL","Scott Schebler_CIN","Magneuris Sierra_STL","Chris Young_BOS","Mitch Moreland_BOS","Brock Holt_BOS","Matt Wieters_WAS","Josh Bell_PIT","Michael Taylor_WAS","Melky Cabrera_CWS","Jefry Marte_LAA","Yoan Moncada_CWS","Jurickson Profar_TEX","Cameron Rupp_PHI","Trevor Plouffe_OAK","Yangervis Solarte_SD","Orlando Arcia_MIL","Alex Dickerson_SD","Hunter Renfroe_SD","Tyler Flowers_ATL","Trey Mancini_BAL","Byron Buxton_MIN","Stephen Cardullo_COL","Jason Heyward_CHC","Scooter Gennett_CIN","Addison Russell_CHC","Adam Frazier_PIT","Tim Anderson_CWS","Robinson Chirinos_TEX","Matt Joyce_OAK","Danny Valencia_SEA","Jett Bandy_MIL","Nick Franklin_MIL","Cory Spangenberg_SD","Brandon Phillips_ATL","Rob Refsnyder_NYY","Whit Merrifield_KC","Brandon Moss_KC","Eduardo Escobar_MIN","Jon Jay_CHC","Phillip Ervin_CIN","Yadier Molina_STL","David Freese_PIT","Matt Davidson_CWS","Tyler Saladino_CWS","Yunel Escobar_LAA","Ben Revere_LAA","Leonys Martin_SEA","Taylor Motter_SEA","Jesus Aguilar_MIL","Dansby Swanson_ATL","Jace Peterson_ATL","Craig Gentry_BAL","Tyler Collins_DET","Dustin Garneau_COL","Jose Peraza_CIN","Willson Contreras_CHC","Sandy Leon_BOS","Wilmer Difo_WAS","John Jaso_PIT","Danny Ortiz_PIT","Kevin Newman_PIT","Adam Lind_WAS","Andrelton Simmons_LAA","Pete Kozma_TEX","Brett Nicholas_TEX","Stephen Vogt_OAK","Travis Jankowski_SD","Hyun Soo Kim_BAL","James McCann_DET","Paulo Orlando_KC","Billy Burns_KC","Cheslor Cuthbert_KC","Tony Wolters_COL","Chris Gimenez_MIN","Jason Castro_MIN","Miguel Montero_CHC","Albert Almora_CHC","Chase d'Arnaud_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Danny Espinosa_LAA","Ryan Rua_TEX","Jarrod Dyson_SEA","Matt Szczur_SD","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Darwin Barney_TOR","Joey Rickard_BAL","Alex Gordon_KC","Jorge Bonifacio_KC","Arismendy Alcantara_CIN","Peter O'Brien_CIN","Jhonny Peralta_STL","Jordy Mercer_PIT","Jose Osuna_PIT","Howie Kendrick_PHI","Andrew Knapp_PHI","Josh Phegley_OAK","Mark Canha_OAK","Mike Zunino_SEA","Ryan Goins_TOR","Dalton Pompey_TOR","Rowdy Tellez_TOR","JJ Hardy_BAL","Gleyber Torres_NYY","Ryan Hanigan_COL","Cristhian Adames_COL","Christian Vazquez_BOS","Deven Marrero_BOS","Josh Rutledge_BOS","Matt Adams_STL","Brian Goodwin_WAS","Charlie Tilson_CWS","Hanser Alberto_TEX","Andres Blanco_PHI","Daniel Nava_PHI","Rhys Hoskins_PHI","Adam Rosales_OAK","Christian Bethancourt_SD","Eric Sogard_MIL","Manny Pina_MIL","Austin Hedges_SD","Danny Santana_ATL","JaCoby Jones_DET","Ronald Torreyes_NYY","Alcides Escobar_KC","Austin Romine_NYY","Terrance Gore_KC","Ryan O'Hearn_KC","Alexi Amarista_COL","Ehire Adrianza_MIN","Jesse Winker_CIN","Ian Happ_CHC","Harrison Bader_STL","Elias Diaz_PIT","Phil Gosselin_PIT","Stephen Drew_WAS","Brock Stassi_PHI","Guillermo Heredia_SEA","Erick Aybar_SD","Jarrod Saltalamacchia_TOR","Micah Johnson_ATL","Francisco Pena_BAL","Ryan Flaherty_BAL","Jose Iglesias_DET","Mikie Mahtook_DET","Dixon Machado_DET","John Hicks_DET","Tommy La Stella_CHC","Jose Martinez_STL","Chris Bostick_PIT","Jacob May_CWS","Leury Garcia_CWS","Jake Smolinski_OAK","Ryan LaMarre_OAK","Shawn O'Malley_SEA","Luis Sardinas_SD","Allen Cordoba_SD","Rio Ruiz_ATL","Darrell Ceciliani_TOR","Caleb Joseph_BAL","Greg Garcia_STL","Gift Ngoepe_PIT","Chris Heisey_WAS","Cody Asche_CWS","Bruce Maxwell_OAK","Carlos Ruiz_SEA","Boog Powell_SEA","Jabari Blash_SD","Kyle Higashioka_NYY","Raul Mondesi_KC","Devin Mesoraco_CIN","Max Moroff_PIT","Geovany Soto_CWS","Juan Graterol_LAA","Omar Narvaez_CWS","Willy Garcia_CWS","Martin Maldonado_LAA","Drew Robinson_TEX","Ty Kelly_PHI","Tuffy Gosewisch_SEA","Hector Sanchez_SD","Chris Coghlan_TOR","Kurt Suzuki_ATL","Tucker Barnhart_CIN","Carson Kelly_STL","Chris Stewart_PIT","John Bormann_PIT","Jose Lobaton_WAS","Rafael Bautista_WAS","Carlos Perez_LAA","Yolmer Sanchez_CWS","Luke Maile_TOR","Patrick Kivlehan_CIN","Eric Fryer_STL","Kevan Smith_CWS","Mike Freeman_SEA","Daniel Vogelbach_SEA","Drew Butera_KC","Eloy Jimenez_CHC","Cliff Pennington_LAA","Chad Pinder_OAK","Luis Torrens_SD","Anthony Recker_ATL","Stuart Turner_CIN","Grant Green_WAS","Zack Collins_CWS","Matt Olson_OAK","Jaff Decker_OAK","Mike Ohlman_TOR","Lane Adams_ATL","Johan Camargo_ATL","Emilio Bonifacio_ATL"
0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,2,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
